z	ldistance	m1z	m2z	ra	dec	iota	pol	tc	s1x	s1y	s1z	s2x	s2y	s2z	snr
0.93859	6110.09416	82.81504	51.24635	6.21447	0.76346	0.76846	6.17770	1251788969.18946	-0.70131	0.56561	-0.23723	0.40314	-0.66881	0.38098	11.28312
0.32698	1715.48472	18.23824	10.16110	5.34509	0.96238	1.02094	0.16422	1251765444.59062	0.09697	0.91076	-0.28025	0.15971	0.12774	-0.28549	8.46978
0.57574	3358.01421	76.92210	64.40822	4.60251	-0.39004	1.49912	0.82445	1251809025.36895	0.32322	0.00887	-0.07626	-0.08216	-0.00432	0.16797	9.20667
0.30343	1573.25894	29.22854	12.94070	1.51002	0.76208	0.94220	3.12697	1251793476.80983	-0.49833	-0.07486	0.06514	0.28942	0.46637	-0.74078	11.25949
0.37927	2040.23613	24.38916	22.43242	5.66008	0.37406	1.42435	4.39524	1251784867.65868	-0.02451	0.01255	0.01402	0.59854	0.29922	0.06728	9.60642
0.51416	2929.59254	40.25494	13.57163	0.44923	1.27816	0.34349	5.46646	1251825053.15858	-0.70900	0.25674	0.43820	-0.52772	-0.17656	0.25870	10.17964
0.94762	6182.72869	78.60974	43.26129	1.54159	-1.01368	0.49784	0.37120	1251830635.99131	0.03519	0.35730	-0.02586	-0.01454	0.06634	0.12068	8.44502
0.74961	4632.52029	31.07920	27.87358	0.74998	0.05865	0.31249	3.36185	1251810119.05013	-0.85560	0.47807	-0.14426	-0.07654	0.18408	0.23555	8.30863
0.23366	1167.24698	21.87836	18.25333	0.26715	0.61303	0.86089	1.34018	1251780330.84816	0.13548	0.45904	0.37106	0.05890	-0.04650	-0.16550	19.13828
0.46639	2606.62935	51.20928	48.50244	0.14120	0.15932	0.76300	4.96166	1251769360.63624	0.14225	-0.35702	-0.31650	-0.47446	0.42985	-0.64784	13.13309
0.96565	6328.40076	82.24176	71.25322	4.09891	-0.59410	0.25853	4.34524	1251765029.97259	0.04776	-0.01591	0.04105	-0.59993	0.41879	-0.65725	8.07815
0.68212	4127.15377	53.92921	51.10900	0.48573	-0.50760	0.68234	0.52443	1251773750.09607	0.01352	0.12985	-0.04373	-0.44551	-0.17971	0.41512	9.13867
0.32792	1721.21876	60.54202	32.08960	5.20704	-1.18178	0.93689	0.38677	1251799747.07165	0.06880	-0.27982	-0.08701	0.15204	-0.21391	-0.20922	18.92812
0.92362	5989.94812	88.11483	72.39414	3.91681	0.55076	0.39651	4.02687	1251766532.62794	0.03629	0.01465	-0.41106	0.26491	0.00303	-0.05188	14.40558
0.59123	3467.76762	38.89874	23.17619	1.30267	-0.49258	0.89076	3.08860	1251756328.73679	-0.18195	0.59022	-0.19879	-0.45146	-0.44366	0.21003	8.67602
0.76455	4746.10264	47.67460	36.45850	4.59713	-0.93566	0.80477	0.64382	1251821656.71390	0.15452	0.02091	-0.00901	0.43054	-0.62078	0.63307	9.38922
0.50357	2857.24929	72.35261	69.01916	1.59541	-0.26406	1.19452	4.04888	1251819608.83143	0.38499	-0.20750	-0.33821	0.65671	-0.25854	-0.01662	12.61830
0.41738	2284.19795	44.55941	32.48384	5.03000	-0.98331	0.92559	0.49286	1251758052.95836	0.04284	-0.89802	-0.30142	0.77212	-0.41108	0.17964	11.63486
0.40599	2210.68593	71.95271	13.58515	0.27989	-0.01130	0.43935	4.20561	1251811067.84674	0.40250	0.20385	0.63040	0.06851	0.24373	0.38508	14.28809
0.88633	5692.92815	78.31420	58.49915	5.50094	-0.49041	0.09406	3.17301	1251778974.31941	0.60087	0.13256	0.02617	-0.00152	0.21993	-0.02960	10.34915
0.64637	3864.72888	53.79723	29.06338	1.67707	-0.65373	0.44728	6.27302	1251809843.02347	0.13275	0.13920	0.05671	0.02417	-0.00731	-0.00235	8.37798
0.78771	4923.32770	73.97984	72.91432	0.86830	-0.70686	1.17820	4.18233	1251824835.55257	0.52780	-0.14549	-0.49117	0.18644	0.21362	0.37782	8.27800
0.51197	2914.63287	22.07127	9.57721	2.30111	1.40003	0.13028	5.93421	1251824478.31346	-0.04679	-0.54397	-0.22847	-0.06730	-0.14482	0.32998	8.18383
0.44701	2478.01329	41.57570	39.60232	4.03635	0.46916	0.76172	1.83469	1251765082.63498	-0.04073	-0.01159	-0.02429	-0.11548	0.30971	-0.04280	17.98725
0.73481	4520.60409	56.91121	33.19340	5.79475	0.03911	0.69252	0.03323	1251817990.95551	0.55479	-0.11949	0.65094	-0.17117	0.64042	-0.14687	8.23208
0.83885	5319.42652	79.25496	73.48912	1.94052	0.16967	1.25478	3.07188	1251813730.35284	0.21138	-0.23646	0.06000	0.36110	-0.48482	0.49484	9.69428
0.64809	3877.31370	96.03785	21.88697	2.51812	0.88458	0.64990	0.41282	1251807251.46267	0.00499	-0.16909	0.00068	-0.29086	-0.30811	-0.14410	8.89914
0.89350	5749.83596	102.27497	66.21494	2.78969	0.05322	0.31696	0.51450	1251756372.46093	0.77060	-0.06918	0.51513	-0.02401	0.00879	0.03316	14.90241
0.37923	2039.96188	49.82161	35.09066	4.48896	0.72138	1.24290	3.42251	1251782744.21973	-0.69477	0.01471	0.00471	0.15201	0.27040	0.42486	13.08074
0.38141	2053.76456	21.11823	9.76019	1.57429	1.20093	0.69134	4.00840	1251797680.06848	0.47537	0.78648	0.33957	-0.03827	-0.11879	0.06717	9.67986
0.21224	1047.46009	19.54540	19.27648	0.79516	0.10399	1.09820	2.09307	1251773250.23431	-0.05547	-0.00884	-0.01444	0.23859	-0.07681	0.00734	14.69025
0.46113	2571.52729	27.26155	8.64919	0.14812	1.25592	0.25181	0.17008	1251808825.42202	0.14782	-0.47485	0.21367	0.05328	-0.26215	0.39002	9.26278
0.34725	1839.97717	15.99960	13.48528	4.95506	0.92592	0.42114	3.42925	1251811572.13345	-0.32621	0.34653	-0.82002	-0.50850	0.79910	0.14785	8.23238
0.77473	4823.83962	56.14532	51.96999	4.72241	-0.03498	0.64246	4.58268	1251815321.63121	0.00152	-0.78639	0.08343	0.11384	0.04527	0.10667	11.86933
0.61389	3629.77176	19.30333	16.71711	1.69671	-0.53559	0.43067	5.83265	1251780184.43695	-0.46275	-0.28721	0.63231	0.47890	-0.59073	-0.08689	8.13112
0.39597	2146.42763	17.34186	12.58323	4.65786	-1.26400	0.43856	0.87153	1251763168.99673	0.13075	0.68325	0.20744	-0.66408	0.03779	0.48849	9.08106
0.61151	3612.67615	28.41822	21.83271	1.67386	0.10148	0.49744	2.97216	1251818573.03172	0.40380	-0.39655	-0.58738	0.04100	-0.01736	0.02955	8.67495
0.56236	3263.82520	21.09205	16.01859	1.58404	-0.37643	0.70056	2.72155	1251766601.65116	-0.04003	0.32062	-0.01373	0.32206	0.20035	0.18119	8.19566
0.48489	2730.70827	17.60905	8.90635	5.57693	-1.02234	0.29151	5.77295	1251828903.54270	0.06711	-0.44048	0.20207	-0.01368	-0.04613	-0.02105	8.83471
0.33515	1765.42669	26.60491	25.92346	1.48177	-0.80373	1.01039	1.83077	1251824666.82288	-0.13065	-0.12564	-0.31568	0.47706	0.21231	0.02712	8.76228
0.40590	2210.06708	46.22550	20.48219	1.01251	-1.07395	0.67711	4.48432	1251822516.68628	-0.31447	-0.20100	-0.75348	-0.29899	-0.09762	-0.11305	10.48012
0.66644	4011.60685	57.48197	47.97777	4.37318	-0.35990	0.39525	2.75840	1251800760.94335	0.05163	-0.03347	0.17145	0.33421	-0.01339	0.44178	17.75117
0.69016	4186.64069	64.81624	21.50608	2.55687	-0.38271	0.55882	5.53984	1251826120.87356	0.28248	0.37130	0.74959	0.03127	0.23247	0.11784	8.74401
0.39732	2155.01873	14.53378	9.56861	0.98653	-1.27967	0.62659	4.75288	1251759591.01207	-0.01345	-0.45098	-0.32157	-0.30206	-0.08829	-0.01684	8.47275
0.45624	2539.09607	31.27410	21.59527	0.53208	0.07327	0.70149	4.24709	1251777704.31895	0.73854	0.19535	0.32784	0.01508	0.26309	-0.15216	8.33536
0.07550	341.78300	22.01874	21.40279	6.21788	-0.31235	0.57410	5.11017	1251834410.74119	-0.25714	0.72457	0.01778	0.00137	-0.01440	-0.03272	97.09619
0.60058	3534.39973	42.31310	28.37948	4.26693	0.36122	0.48517	4.79182	1251814100.01723	-0.13072	-0.46737	0.65389	0.64500	0.25021	0.06100	10.13332
0.47732	2679.74311	35.57381	10.35573	5.01663	0.63123	0.62175	5.35167	1251782240.27844	0.19147	-0.14006	0.08153	0.05437	0.05656	0.07045	9.16531
0.44627	2473.13823	67.17125	8.78299	6.10035	0.65083	0.78983	2.13682	1251778420.70885	0.05795	-0.03453	0.42098	-0.00243	0.09633	0.25093	9.31338
0.19323	943.13664	14.49336	13.20803	4.15528	-0.06812	1.23775	4.21786	1251785838.35266	-0.06182	-0.20003	0.26898	0.51699	0.01040	0.11527	8.09381
0.20103	985.73767	14.09899	9.26463	1.17238	1.37174	0.74989	3.52680	1251781267.08888	-0.51201	0.42335	-0.06199	0.02154	0.66939	0.43544	14.24694
0.97692	6419.76694	76.96237	68.59292	6.21618	0.17375	0.81692	4.57298	1251830849.03041	0.00370	-0.15871	0.05142	0.55517	-0.18905	-0.41603	8.15565
0.40674	2215.47085	11.58519	8.22226	5.70111	1.03078	0.45803	4.07877	1251790424.35163	-0.12765	0.71985	0.22741	-0.13224	-0.29354	-0.12086	8.30918
0.73130	4494.11839	46.85568	34.56038	1.01194	-0.44258	0.50947	0.35337	1251827037.07755	-0.25744	0.33346	-0.15590	0.01359	0.21922	0.20653	9.21923
0.61821	3660.80228	47.86249	35.90777	3.74057	-1.08466	1.18412	2.14169	1251799839.04743	0.00523	-0.22407	0.26327	-0.02332	0.11710	0.02453	9.82934
0.86632	5534.91873	81.89133	57.84087	1.78167	-1.40507	0.46276	4.26283	1251802066.76078	-0.66719	-0.30773	-0.16282	0.31848	-0.18194	-0.08690	11.45458
0.29579	1527.66776	36.15702	31.18776	2.37875	0.53664	0.63149	3.69738	1251788649.14119	0.59192	-0.18920	0.60156	0.01722	0.00931	0.00456	18.85950
0.84081	5334.73209	95.66382	49.64824	4.49623	-0.51262	0.73734	5.67334	1251777007.76286	-0.05037	-0.04102	0.81877	-0.08846	-0.36887	0.63518	10.76543
0.09530	437.28426	9.66509	8.23578	0.32964	-0.48490	1.54226	3.69757	1251815736.74735	-0.29428	-0.21721	0.32201	0.30149	0.09393	-0.12020	9.80746
0.17870	864.71756	18.98182	17.24799	2.73551	-1.29590	1.45423	4.74897	1251818900.77667	0.07990	-0.01494	0.03720	0.05225	-0.44503	0.21632	8.13893
0.90624	5851.16190	88.44796	74.48465	0.11976	1.11945	0.35399	4.54737	1251781514.40607	0.15732	-0.21568	0.29294	-0.57177	0.70499	0.01622	17.04666
0.14613	693.10495	22.36725	13.63158	0.13099	-0.09004	1.34317	1.14686	1251831587.01286	-0.40293	0.06706	0.85688	-0.24813	0.09888	-0.34544	11.44851
0.83181	5264.52715	94.90428	58.98183	3.46050	1.50756	1.24524	0.98096	1251758409.18155	0.03483	0.04045	-0.01451	0.06575	-0.24840	0.39879	8.54829
0.14858	705.81754	34.17539	28.18612	4.91283	0.36043	1.03618	5.61389	1251766069.71891	0.06878	0.72022	0.17423	-0.15150	0.48390	0.56740	41.92297
0.44114	2439.32201	28.83311	27.64252	3.40745	1.45100	0.45848	4.55695	1251783534.93411	0.69305	-0.59500	0.21015	0.09744	-0.25047	0.51070	15.03432
0.34565	1830.09720	36.72261	33.05612	3.57115	-0.10030	1.45002	5.99732	1251770922.15052	-0.09767	-0.17203	-0.56894	0.06739	-0.01699	0.17227	8.37306
0.14254	674.55733	9.54910	7.14434	4.68240	-0.19479	0.02206	4.23047	1251809373.34220	-0.00053	0.00371	0.00201	0.43287	0.10619	-0.19215	26.16277
0.25260	1275.09904	37.95180	24.85942	2.38312	-0.09415	0.86087	2.74764	1251780295.57156	0.01227	0.05384	0.01855	-0.29445	0.35069	0.77858	25.55143
0.25742	1302.85145	38.20053	34.53297	4.49952	0.94188	0.23434	2.25797	1251798562.95534	0.28048	0.03727	0.08315	-0.29342	-0.06619	-0.41996	26.94695
0.31234	1626.74676	39.96062	38.25245	0.02143	0.77919	0.73200	6.18314	1251822645.24309	0.22862	0.18300	-0.00414	-0.03944	-0.72866	-0.05182	16.54693
0.39695	2152.70073	12.54535	8.22955	0.39062	-0.99027	0.44836	4.97833	1251765544.42959	-0.05674	-0.04658	0.01449	0.00056	-0.04021	0.04944	8.07378
0.55682	3224.98743	25.46664	11.10412	0.69640	0.76714	0.49523	5.95326	1251801672.44378	0.11010	0.50024	0.23808	0.05699	0.14594	-0.14367	9.01776
0.29125	1500.70061	26.19622	17.20710	2.77334	-0.37875	0.59115	0.72783	1251767194.73734	0.01894	0.01200	0.70477	0.32054	0.30400	0.32844	17.58460
0.39660	2150.44945	23.49330	11.96109	5.66918	0.94089	0.83486	2.23025	1251798426.00450	-0.03292	-0.37127	0.29900	0.02351	-0.58622	-0.58525	8.20227
0.34499	1825.97904	41.88843	38.24536	5.14276	0.54095	1.31220	5.72767	1251820492.54857	-0.65598	0.06039	0.46788	0.03127	-0.14340	0.10317	9.01574
0.45020	2499.05520	46.96922	33.50581	6.24384	0.05190	0.70114	2.03419	1251825325.81646	0.30012	0.74384	0.17619	-0.79041	0.12621	0.45083	14.48736
0.50295	2853.08088	15.75715	14.13314	2.45131	1.43319	0.06714	3.51093	1251823682.08771	0.35284	-0.23955	0.63894	-0.12474	-0.30113	0.06669	9.54963
0.41140	2245.52035	13.24707	12.80060	3.03709	0.12751	0.29234	3.87898	1251802379.87936	-0.02063	0.07834	0.00545	0.00701	0.00945	0.02051	8.49913
0.53028	3040.50612	62.47826	23.69017	1.04639	0.21745	0.87948	3.61585	1251812496.25009	0.28591	-0.23423	-0.54038	0.50360	-0.04501	0.62059	9.52652
0.55100	3184.28406	32.26360	11.39988	0.01977	-0.85522	0.30330	1.15223	1251833567.99497	-0.01672	-0.04760	0.39450	0.00003	0.02035	0.02334	10.92964
0.39487	2139.36152	48.18291	17.68771	6.06513	-0.89713	0.75268	1.28528	1251807830.90354	-0.03108	-0.10584	0.02221	-0.05814	-0.02526	-0.05644	11.84434
0.15370	732.47423	8.50807	7.87551	3.78749	-0.14351	1.08873	3.32851	1251789088.38012	0.39831	-0.29570	-0.01417	-0.02296	0.02071	0.04155	10.79597
0.90304	5825.61932	106.59413	71.91208	1.66811	-0.47325	1.07550	1.63634	1251757188.15780	0.14443	0.16727	-0.07964	-0.06289	0.24840	-0.22894	8.90402
0.14012	662.07976	15.20490	12.68875	2.48923	0.34399	0.31759	2.87806	1251823479.48889	-0.36756	-0.77699	0.25755	0.71286	0.19438	-0.13112	40.87124
0.22472	1116.94991	24.81753	7.80601	4.10751	-0.13248	1.24677	1.16999	1251812129.53582	0.17979	-0.05717	0.61400	0.15306	0.07034	0.05141	8.56078
0.43477	2397.51907	31.42952	23.01190	5.17599	0.22646	0.53665	4.64735	1251837286.14566	-0.01336	-0.28156	0.46582	0.79342	0.06926	-0.10438	12.76201
0.23898	1197.35488	28.14064	26.47390	3.36398	1.26329	1.18182	5.60859	1251790095.51122	-0.20702	-0.47547	0.49990	0.16418	0.10555	-0.02168	11.01585
0.54663	3153.86226	92.02774	54.80305	0.31481	0.41390	0.91718	0.24955	1251788457.92668	0.08742	0.01701	0.02534	0.69360	-0.18653	-0.04839	18.10201
0.70305	4282.47346	39.28437	29.85459	4.64523	0.07907	0.50927	4.88014	1251819176.63025	0.13051	-0.41916	0.51362	-0.38327	-0.60233	0.63549	10.18734
0.96547	6326.96748	52.08233	26.69475	4.01495	-0.69226	0.26571	2.61685	1251800065.65760	0.25720	-0.01256	0.24324	0.01161	-0.02037	0.12584	9.47662
0.38492	2075.99695	38.57990	27.26974	4.86744	0.74089	0.85186	5.74121	1251773513.16903	-0.76584	-0.23959	0.07108	-0.63678	0.07204	0.54767	19.97241
0.95137	6212.96881	79.57419	63.66089	2.47807	0.42384	0.05643	1.80281	1251835094.36793	-0.01962	0.94851	-0.12350	0.34336	-0.14482	0.36449	13.87587
0.94054	6125.72895	66.44699	54.54300	6.00607	0.73954	0.62114	5.92217	1251758604.44009	-0.03569	0.06131	0.02705	-0.63641	-0.15200	0.63539	8.34101
0.95878	6272.81745	68.26671	56.66052	0.18105	-0.01317	0.72935	4.00868	1251759174.16735	-0.78203	-0.02696	0.04225	-0.30573	-0.13500	-0.68390	8.03691
0.41095	2242.63384	59.68534	44.41807	2.99408	0.39230	1.33370	5.84899	1251752071.07481	-0.05542	-0.02837	-0.05084	0.34598	0.12521	0.02912	15.31567
0.47525	2665.85533	60.51288	40.63611	4.14600	0.17719	0.56714	4.27366	1251802666.75290	0.62619	-0.58952	-0.09666	0.16113	-0.87975	0.14849	17.85916
0.88856	5710.59539	104.15587	80.74155	5.21763	-1.19633	0.08296	0.85575	1251792316.10863	0.22345	-0.13219	-0.36079	0.01288	0.09454	-0.20680	13.61665
0.30739	1597.02020	8.37308	6.56797	0.56218	0.61289	0.70773	2.40970	1251799719.33270	-0.34361	-0.05439	-0.23946	-0.13046	0.08340	0.03182	8.74919
0.97944	6440.30001	90.11239	54.49619	1.66221	0.57760	0.24047	0.91074	1251785920.92013	0.33643	0.20738	-0.12563	-0.26861	-0.15231	-0.34349	9.37810
0.65758	3946.63093	40.13158	24.29653	5.11564	0.39693	0.66072	4.51125	1251775753.03652	-0.01455	-0.33062	-0.16842	0.13387	-0.12722	0.13772	10.25548
0.82726	5229.12925	73.76378	67.77199	1.68290	0.16044	1.20791	3.85886	1251828214.79533	-0.19561	-0.13854	0.74303	0.00281	0.02571	0.00112	8.25142
0.38456	2073.70745	19.66606	7.95731	0.11166	0.62284	0.55837	4.22287	1251769730.12091	0.20375	-0.29058	0.65951	0.64635	0.49209	0.11369	8.60091
0.61297	3623.15126	93.34600	52.65476	3.42360	-0.87822	1.21497	3.29840	1251782712.68048	-0.13660	0.90024	-0.21317	0.05657	-0.27834	0.09417	10.93149
0.51340	2924.40341	28.33954	17.98164	2.91074	0.39531	0.32558	5.18331	1251806911.82551	-0.53328	0.24708	-0.28279	0.05137	-0.31136	-0.27273	9.15733
0.75684	4687.36602	72.11247	59.21859	2.88848	0.99395	1.22321	2.52433	1251836326.47335	0.80354	-0.35243	0.10212	-0.51655	-0.39144	-0.61940	9.83488
0.63606	3789.80196	36.47565	29.16248	2.97425	0.21440	0.35187	3.21094	1251822486.12350	-0.25892	-0.26418	-0.13675	-0.67744	0.55784	0.43387	10.69006
0.36045	1921.96351	28.13920	24.64799	3.34417	0.86353	0.73944	0.33905	1251832131.73178	0.23248	0.04136	0.01263	0.51397	0.56247	-0.03834	18.12409
0.20572	1011.49249	24.03914	17.66182	5.72603	-0.40171	1.49872	6.02503	1251786276.05471	0.00744	0.15299	-0.05480	0.00879	0.04089	-0.01214	9.18884
0.93011	6041.93374	70.02442	65.05297	1.26217	-0.09604	0.06966	3.29886	1251768959.71778	0.18245	0.57558	0.04575	0.21797	0.03089	-0.25571	13.56665
0.29788	1540.09072	15.73848	12.56402	2.26354	0.82056	0.61462	3.87079	1251762295.12779	-0.22278	-0.20453	0.04986	-0.08826	0.09439	-0.04098	9.22875
0.22209	1102.26681	44.07378	34.03895	2.86968	-0.54064	1.19446	1.00882	1251820168.80644	0.00972	0.01766	0.04548	-0.45928	-0.06666	0.12010	16.66515
0.41750	2285.00496	49.20587	17.66431	1.19260	-0.87119	0.57379	1.35264	1251832286.14859	0.03087	-0.07056	-0.05264	-0.61024	0.28351	-0.22338	13.50795
0.35799	1906.62452	13.31376	9.80014	0.76259	0.37778	0.47041	1.57866	1251811645.86880	-0.58835	0.04336	0.67170	-0.11367	0.34710	-0.13964	10.01213
0.83564	5294.36533	89.64402	51.82398	3.30635	-0.04767	0.92733	2.20837	1251837793.14881	-0.32118	0.93099	0.14682	-0.15036	0.24455	0.31188	9.76583
0.86502	5524.67137	63.47314	34.49218	0.91337	1.26688	0.63978	4.22738	1251792353.18030	-0.54427	-0.54657	-0.12162	0.36113	-0.44617	-0.28221	8.32027
0.34448	1822.82567	22.91930	14.41602	5.26485	0.44472	0.48006	3.49786	1251753159.37384	-0.04476	-0.00809	-0.02287	0.67554	-0.10163	-0.67212	11.95859
0.16217	776.86547	15.51950	14.79846	3.37526	1.16779	1.20769	4.91997	1251778910.00145	0.58449	-0.68594	-0.32199	-0.54075	-0.54234	0.21949	10.29156
0.38566	2080.72707	26.01832	18.13663	1.50159	-1.22954	1.12356	2.19292	1251764628.55008	-0.11497	0.02928	0.11870	0.12167	0.09703	-0.16977	8.66225
0.31744	1657.54169	26.76080	22.13947	3.37176	-0.05572	1.11621	1.43739	1251764859.99164	0.12701	0.00193	0.02509	-0.30540	-0.57260	-0.02111	9.63375
0.92888	6032.08831	35.82380	23.03945	1.03565	-0.25037	0.09663	0.27118	1251762485.67981	-0.30412	-0.31114	0.71942	-0.08060	-0.09762	0.39973	8.92326
0.21518	1063.79195	16.92130	14.24000	5.61860	1.23721	1.23829	0.57177	1251787514.83176	0.47920	-0.44841	0.07685	0.02238	-0.15228	0.01983	13.21222
0.70321	4283.68944	86.90191	49.10799	3.29006	-0.31552	0.44698	1.23244	1251755553.81398	0.09734	0.29338	-0.75232	0.00833	-0.55314	0.29906	11.02307
0.63981	3817.00747	72.22203	67.90153	1.07054	-0.44842	0.82075	4.46748	1251811096.40573	0.10401	-0.05302	-0.09023	0.11397	0.12066	0.21710	11.01380
0.51348	2924.93597	44.06498	28.64215	4.81206	0.26804	0.66682	3.36721	1251807472.02810	-0.03910	-0.92084	-0.09795	0.05296	0.00829	-0.08905	10.01973
0.39203	2121.27224	67.97838	61.20284	3.14829	0.31855	1.18000	2.52596	1251790733.51106	0.15771	0.07226	-0.00253	0.93071	0.29501	0.00524	13.72694
0.08191	372.42727	22.58668	15.32828	3.90155	-0.98732	0.84071	2.26281	1251822182.58677	-0.53276	-0.33722	0.34819	0.59982	0.36000	-0.24285	47.66014
0.58007	3388.57668	40.76637	40.20634	5.86759	-0.38257	0.84824	2.58081	1251802808.76729	0.30282	0.04861	-0.27495	0.23354	-0.16907	-0.42676	8.99049
0.27247	1390.19827	10.68178	7.61365	1.11821	-0.78751	0.87036	1.74109	1251768977.90704	0.27684	0.00754	0.18852	0.00562	0.01271	-0.00041	9.54581
0.06057	271.31835	8.65012	6.15106	3.22715	-0.55745	1.04225	1.53644	1251791471.52844	-0.50215	-0.31991	0.36718	0.00033	-0.00140	0.00577	37.59641
0.40176	2183.51690	15.92199	14.82018	3.26636	0.05184	1.00877	3.58256	1251790958.07748	-0.33765	-0.30349	0.26928	0.46832	0.13102	0.80863	8.05628
0.28339	1454.25318	12.09734	10.14474	1.26668	0.13708	0.58670	1.48541	1251824938.40767	-0.37400	0.21671	-0.15656	0.02135	-0.07944	0.02703	9.22324
0.45671	2542.21177	15.63955	9.21317	1.83583	-0.54360	0.34894	0.50273	1251769057.31588	-0.00658	0.06001	0.03527	-0.30756	-0.88261	-0.01824	9.38467
0.43353	2389.42954	66.67454	34.29885	3.44524	0.48816	1.38499	5.52299	1251807435.63654	0.21029	0.27894	0.67324	0.01259	-0.03046	0.00835	10.04700
0.15729	751.24455	15.63023	15.03114	0.45359	-0.32279	1.24356	5.86225	1251791268.35787	-0.32222	-0.41452	-0.29081	0.06026	-0.22472	0.36082	14.29347
0.94309	6146.26837	100.15257	66.22012	2.57795	0.54270	0.72613	0.67512	1251809941.33258	-0.01968	-0.02036	0.02700	-0.10213	-0.18429	-0.19306	10.52371
0.37739	2028.33303	44.44032	31.04235	3.56941	-0.35466	1.18037	5.22848	1251764329.62058	-0.06125	0.36048	0.03777	0.39125	0.35138	-0.29138	8.93950
0.77887	4855.48843	78.33855	76.84218	0.80786	0.41226	1.22056	3.20351	1251798831.88420	-0.41738	0.08425	0.22321	-0.18503	-0.17482	-0.35463	10.14584
0.69276	4205.96163	45.21412	37.87790	4.23008	0.57700	0.06574	0.49205	1251776131.27594	-0.07244	-0.48555	-0.32152	0.19988	0.08977	0.19274	11.72923
0.27767	1420.62765	14.44410	10.97219	3.18134	0.71405	0.31863	0.74369	1251829738.92883	-0.08933	0.34964	-0.12918	0.47039	-0.35807	0.27641	17.95444
0.33917	1790.09946	40.35809	22.64920	2.61121	-0.34758	0.97831	2.14867	1251820586.71676	-0.03265	-0.14333	0.03177	0.03706	-0.64724	-0.14638	9.99667
0.55012	3178.15014	42.69376	33.62172	3.98429	1.15748	0.54128	2.17369	1251767891.54180	-0.52442	0.20847	0.49269	0.20554	-0.28753	-0.19596	15.77076
0.50094	2839.41382	35.53213	12.81028	0.17710	-0.85376	0.35553	4.32233	1251816228.07548	0.20358	-0.20924	0.21050	0.42720	-0.04646	-0.16588	9.90253
0.25978	1316.49007	35.58600	23.41632	1.98777	0.29544	0.71641	1.63577	1251816500.14985	-0.23644	0.28792	-0.00094	-0.24287	-0.40512	0.46840	28.72630
0.47614	2671.86213	40.82006	22.49442	6.20489	-0.81343	0.62172	3.08030	1251829492.43757	-0.10190	-0.14624	-0.10844	0.09661	0.02261	0.90439	16.43227
0.43576	2403.98989	11.02571	7.90544	2.37566	0.48736	0.20354	3.19864	1251818423.13401	-0.36926	0.40085	0.28713	-0.16847	0.40092	-0.53177	8.35035
0.27929	1430.11328	41.22279	30.92440	5.49992	0.77241	1.50562	0.25531	1251794016.75730	0.06614	-0.89645	-0.06630	-0.04114	0.25850	0.38378	15.43701
0.22658	1127.38606	12.44065	10.83376	0.28865	0.27038	0.52287	3.71870	1251754439.17493	-0.02988	-0.01954	-0.00521	0.65195	-0.67777	0.13288	13.66566
0.93328	6067.44164	100.92335	92.18855	2.03663	0.78978	0.32070	5.67681	1251830776.76137	0.06069	-0.09259	0.08598	-0.38480	-0.26861	-0.41385	16.13731
0.21348	1054.35652	10.06718	10.02868	3.64934	0.41063	0.25922	5.14912	1251795587.53730	0.05428	0.42129	0.70292	0.39816	0.12149	0.23133	14.17305
0.65190	3905.11819	51.65607	37.11866	0.25045	0.87250	0.38667	6.08534	1251752360.04629	0.04679	-0.02314	0.06645	0.17859	0.45806	0.36185	8.96256
0.54333	3130.86917	47.51610	44.60264	1.77518	-0.37162	0.64879	0.02043	1251755114.04812	-0.05158	0.27782	0.18889	0.20699	-0.18896	-0.52961	12.65010
0.72506	4447.20281	72.43375	71.77684	2.73660	0.55976	1.15207	4.92158	1251836214.25316	0.18805	-0.64604	-0.18183	-0.28135	-0.74992	-0.26493	8.53302
0.69375	4213.29257	43.10776	40.06000	3.57682	-0.50229	0.81969	3.28568	1251798222.67851	-0.14612	0.89996	-0.30827	-0.13739	0.65548	0.26165	11.12514
0.61116	3610.13128	59.89141	58.00150	1.50754	-0.51201	1.03256	3.02178	1251807417.15426	-0.03201	0.00326	-0.08535	-0.24447	0.63183	0.55890	9.55355
0.80913	5088.43636	69.19877	39.14700	1.83544	-0.99982	0.45844	2.40700	1251807321.92168	-0.14286	-0.17716	0.00594	-0.04499	-0.07385	0.19535	8.62777
0.78712	4918.73637	83.61938	72.37532	5.57029	-1.05268	0.81153	1.12841	1251812250.08978	-0.02832	-0.64586	0.36715	0.24232	0.22207	-0.90621	13.62553
0.73257	4503.70702	72.60126	48.36905	4.70005	0.38625	0.75258	2.69943	1251764429.99894	0.47211	0.87756	0.00825	-0.77498	-0.08396	-0.14396	13.51167
0.26835	1366.18148	18.69983	10.12586	2.08184	0.53513	0.77746	3.55242	1251804489.81650	0.29071	0.22672	0.57906	0.49782	-0.34896	-0.04471	12.88568
0.43651	2408.90759	15.65484	12.36093	5.10385	-0.16097	0.73838	0.60590	1251823312.54861	0.30858	-0.46383	-0.02668	0.02336	-0.20082	-0.02606	8.00278
