z	ldistance	m1z	m2z	ra	dec	iota	pol	tc	s1x	s1y	s1z	s2x	s2y	s2z	snr
1.28447	9006.74045	82.99398	35.45417	0.31848	-0.37567	0.06814	3.89733	1251759217.48303	-0.42992	-0.48293	-0.22392	-0.68850	0.14020	0.14094	7.00534
1.50307	10937.42776	130.27740	98.64295	5.18300	-0.77239	0.45865	5.72923	1251786280.94670	-0.00561	-0.34509	-0.52425	-0.07451	-0.08451	-0.01127	5.60119
0.73834	4547.26497	43.22240	28.37914	3.69255	0.46472	1.31415	3.14813	1251755054.34528	-0.10698	0.13887	-0.10645	-0.03255	0.28193	0.46760	5.21107
1.43288	10310.24029	138.14034	58.67021	2.86023	-0.15710	0.35235	5.49825	1251794165.40113	0.01968	0.02499	0.00270	0.36491	0.08484	-0.22118	7.93517
0.78839	4928.52142	22.95080	13.89162	1.24853	-0.72995	0.36366	1.64520	1251774886.70624	-0.21799	-0.49465	0.57193	-0.06309	-0.02236	0.00318	6.08965
1.48168	10745.58944	100.43396	70.64702	0.70624	1.13668	1.21816	4.50848	1251797956.18390	-0.10417	-0.06180	-0.00060	0.14383	0.05877	0.02342	5.42017
0.91207	5897.63640	50.72663	42.80971	5.14279	0.96052	1.56360	1.15814	1251774729.12599	0.07530	0.07186	-0.02461	-0.13793	-0.04573	-0.00301	5.80494
1.36450	9705.67400	59.65114	48.64536	1.54418	-0.19980	0.94860	5.13616	1251767645.83002	0.25790	0.05515	0.10028	0.15323	-0.06262	0.22107	5.38649
0.64601	3862.12129	41.30111	37.30250	4.42873	0.42542	1.03636	4.48266	1251809948.73045	-0.03573	0.01578	-0.00151	-0.36577	0.58674	0.28487	5.83081
0.88220	5660.26704	75.32532	46.05052	4.20835	-0.51233	0.96011	5.15274	1251796983.76164	0.24684	0.38746	-0.68099	-0.19013	0.50129	-0.61907	7.15667
1.01238	6709.04833	47.76472	37.91312	1.05716	-0.45415	0.52911	3.78205	1251778565.32189	-0.60394	-0.13911	0.71955	0.27204	0.35248	-0.09465	6.43838
0.97414	6397.19912	75.35528	53.31955	3.74566	-0.11928	1.14671	2.76288	1251801082.48727	-0.51378	-0.42382	-0.41539	-0.07063	0.67703	0.23401	5.19366
0.89271	5743.51682	45.46395	37.96781	0.89176	-0.19513	0.63513	4.68892	1251801364.23210	-0.00341	0.03640	0.05338	0.05378	0.10424	-0.03731	7.05967
0.94543	6165.11530	67.81119	51.84208	5.06985	0.98168	0.86591	0.86418	1251797761.79596	0.40076	0.52342	0.28831	0.28032	0.53047	0.41169	7.28858
0.61281	3621.98981	16.42736	15.30696	5.99366	-0.88795	0.58021	4.58209	1251753356.30974	0.57723	0.26296	0.01801	-0.07212	-0.03089	-0.13505	6.56011
0.50219	2847.86967	25.44279	24.45217	3.52776	1.19225	1.11995	0.41153	1251775761.64470	-0.00735	0.00262	-0.00643	-0.26771	-0.92472	0.07551	5.41062
0.81695	5148.99421	43.16368	10.29804	5.26282	1.08611	0.37167	5.75981	1251769226.26741	0.50891	-0.37015	0.14825	-0.09045	0.14273	-0.08688	5.75935
0.65889	3956.24291	20.58919	20.32660	4.13072	-0.85798	0.09468	2.22655	1251830624.46075	0.06711	0.14943	-0.79319	0.58314	-0.10809	0.78417	5.92640
0.59299	3480.26722	17.48168	16.01020	3.64672	0.75675	0.40584	0.91434	1251815050.33048	0.02589	-0.18865	-0.22469	-0.01475	0.02267	0.01885	6.07965
1.15341	7883.72850	93.99835	63.64333	5.19074	-0.75712	0.51429	3.50105	1251783824.25283	0.04960	0.77547	0.56837	-0.35481	-0.62536	-0.68377	6.12056
1.47157	10655.15748	122.40408	95.26517	5.53889	-0.02713	0.90724	4.97090	1251753709.06650	-0.07489	-0.01848	-0.06490	-0.52014	-0.30831	-0.13124	5.60514
1.22825	8521.56295	55.51803	54.65899	5.89815	-1.19626	0.62846	3.31542	1251771882.63551	0.33228	-0.20148	0.20286	0.47010	-0.47224	-0.40697	5.48699
0.62294	3694.87301	69.20335	28.02176	3.35334	0.02010	0.74150	6.02763	1251816633.74625	-0.01522	-0.04137	0.02234	0.59741	0.41417	0.11724	6.90062
0.48024	2699.39342	9.42447	9.02577	2.34737	1.31158	0.29467	5.45972	1251819657.96894	0.02623	0.69938	-0.53559	0.49972	0.43466	-0.30527	6.36508
0.99361	6555.58891	75.71716	56.11581	3.12385	0.13186	0.67474	1.35387	1251769607.96017	0.06065	-0.22065	-0.10252	0.06301	-0.08669	0.04389	5.56533
1.16861	8012.48939	43.43899	34.67661	3.57924	-0.40214	0.33369	4.64186	1251807717.71347	0.05909	0.12231	-0.05584	-0.03120	0.02622	-0.26238	5.80359
0.63928	3813.15369	13.00348	9.91941	4.79979	0.44791	0.56876	0.59373	1251775391.37373	0.12742	0.09546	-0.06839	0.86756	-0.13778	0.40897	5.32932
1.00037	6610.79227	72.24244	35.23845	2.25107	0.23725	0.62775	4.83887	1251820926.76742	-0.31170	-0.05508	-0.79519	-0.52215	-0.14001	0.51921	7.39500
0.67410	4067.96234	85.69785	60.20910	1.55464	-0.47403	1.56589	2.86029	1251805195.30476	0.29220	0.25693	0.12862	0.17147	0.61265	-0.03687	6.96870
0.46819	2618.59878	16.62716	13.55903	2.46895	-0.31651	0.79302	1.96329	1251798750.39436	0.17110	0.30190	0.07147	0.00215	0.00078	0.00828	5.35959
1.24864	8696.90762	105.82580	101.30187	6.05427	0.26938	1.38161	2.87426	1251780245.82093	-0.22575	0.02923	0.09559	-0.21965	0.34919	-0.33448	6.33964
z	ldistance	m1z	m2z	ra	dec	iota	pol	tc	s1x	s1y	s1z	s2x	s2y	s2z	snr
1.07582	7232.88456	40.48818	26.75362	1.35936	0.67800	0.66361	3.31581	1251816113.83668	0.25050	-0.28258	0.63131	-0.22319	-0.48243	-0.62519	5.80257
1.46455	10592.38072	60.81250	58.40937	4.56561	-0.03633	0.48033	1.95316	1251809371.99770	0.04980	0.00750	0.02448	-0.26157	0.16254	-0.24542	6.24779
1.27557	8929.60614	50.96465	50.70600	3.86203	-1.33196	0.74208	5.07676	1251831693.33513	-0.12060	0.20719	0.42916	0.03013	-0.03698	0.12955	5.17747
0.47161	2641.51920	35.44231	14.01268	5.08748	0.49950	1.27097	4.71987	1251774413.34050	0.58897	0.45195	-0.49340	0.31681	-0.43479	0.09039	5.61120
0.89263	5742.94462	31.47247	29.58206	3.34231	0.96757	0.36464	6.16613	1251782532.47635	-0.55456	0.08722	-0.30795	0.09116	-0.54956	-0.22379	5.08480
1.09630	7403.59655	74.29778	71.32991	4.58061	0.31649	0.80735	5.22238	1251821094.73345	-0.38528	-0.25126	0.18017	0.40635	-0.61067	-0.32045	6.71309
1.05600	7068.37748	66.10173	52.20945	2.41477	-0.26838	0.78491	1.35442	1251760559.18493	-0.28338	-0.16058	-0.16208	0.03344	-0.46892	-0.67727	5.51869
1.12500	7644.16097	51.30952	35.91676	0.64118	0.85192	0.65005	0.72164	1251792082.67284	0.52083	-0.25113	0.07045	-0.47877	-0.66077	-0.10617	6.78201
0.98421	6479.06280	81.38087	27.80573	4.44781	-0.39529	0.48570	0.11415	1251761860.62385	-0.49950	-0.07179	0.21431	-0.06414	0.10623	0.21373	5.98065
1.12092	7609.88529	97.58369	63.21203	0.93732	0.58146	1.42354	1.44019	1251797235.58211	0.27874	-0.05005	-0.29684	0.03763	-0.03054	0.07080	6.26662
0.85855	5473.80182	44.34556	33.76708	0.85505	0.96587	0.36375	0.37616	1251834455.57271	0.01055	-0.92682	0.09523	0.35705	-0.88940	-0.04861	6.83763
0.72804	4469.64762	69.36506	37.38607	0.67086	-0.95478	1.27461	6.27810	1251779343.64717	-0.00404	-0.01715	0.00538	-0.27510	-0.37185	0.01762	5.80521
0.50214	2847.57996	29.74139	27.12698	5.42392	0.62644	0.86386	2.20383	1251799573.43628	0.15270	0.06981	-0.20860	0.52916	-0.17329	0.40193	6.78808
1.46066	10557.66574	97.47095	82.95895	5.60309	-0.07229	0.83020	1.90038	1251774545.80868	-0.64537	0.39513	-0.23760	0.07577	-0.05027	0.30402	5.52854
0.79083	4947.24142	39.36524	36.67458	1.97152	0.54136	0.59343	0.53992	1251796042.63982	0.14547	-0.02928	-0.14343	-0.34349	-0.00965	-0.43211	7.41970
0.54343	3131.57018	50.28946	26.77838	1.65594	-0.44889	1.05647	4.94248	1251812069.82061	-0.07870	0.07271	0.18937	0.18140	-0.42766	-0.33671	6.25976
0.53574	3078.25391	31.11795	21.87772	5.86484	0.05555	0.60091	5.29622	1251769466.57999	-0.10188	0.34754	0.29254	-0.80017	-0.06899	-0.56463	6.19373
1.38543	9890.02792	48.45665	47.63402	1.22492	-0.68622	0.28234	3.81608	1251754966.30800	-0.15927	-0.31120	0.89121	-0.12784	-0.12782	-0.46603	7.12447
1.30180	9157.23022	105.69667	35.71170	2.71198	0.33245	0.64707	5.91205	1251834514.03565	-0.51568	-0.33745	0.65273	-0.06136	0.38284	-0.08240	7.33290
0.76646	4760.64412	12.09599	11.84870	3.95816	0.65483	0.22506	2.84826	1251759630.96971	-0.10195	0.32543	0.35061	-0.51444	-0.68964	0.18859	5.56723
0.96868	6352.92523	38.03849	29.89607	3.75923	-1.10539	0.76525	1.67715	1251791055.04583	-0.28088	0.54832	-0.16285	0.47502	-0.42204	-0.49234	5.68480
0.87471	5601.02047	92.20706	85.08618	5.59184	0.13798	1.54545	1.08613	1251773233.44950	-0.08616	0.18658	-0.22886	-0.01734	0.62526	-0.46325	6.25513
0.86772	5545.90561	52.87992	32.87883	6.25182	-0.37612	0.60054	5.46778	1251818381.30961	-0.58777	-0.37209	-0.58368	0.05363	0.23296	-0.22330	6.14437
1.45889	10541.85716	113.09845	91.60236	3.80045	-0.18610	0.73981	6.19659	1251808243.83098	-0.48814	0.23129	-0.26751	-0.42618	-0.06437	-0.41110	7.04816
0.73418	4515.84970	48.89783	26.69450	4.62925	-0.63909	0.88238	3.46708	1251825037.78505	0.39883	-0.59540	-0.11952	-0.31581	-0.15408	0.28365	6.20790
0.41971	2299.34709	11.43619	8.26666	5.82359	0.69594	0.89106	0.82799	1251781831.06888	0.48144	0.09254	0.30410	-0.45097	0.14670	0.13126	6.52542
0.53091	3044.86058	18.54575	11.55641	1.76429	0.22549	0.27234	5.33815	1251794215.80162	0.84448	-0.16305	0.20083	-0.01292	0.24622	0.71919	6.59360
1.19679	8252.31825	91.29836	72.55085	3.52050	-1.04077	0.75744	0.24476	1251753156.68036	-0.09847	-0.14102	0.01905	-0.24004	0.40752	-0.42634	5.58959
1.41008	10107.98729	105.59099	67.47187	3.43248	-0.15891	0.74729	0.85730	1251834559.13661	-0.09266	-0.36480	-0.02434	0.55598	0.77329	-0.27008	6.07311
0.96747	6343.16575	51.90307	35.30176	4.68363	-0.79690	0.94135	5.00976	1251808973.69881	0.04041	-0.04897	-0.05544	-0.31443	0.53510	-0.20850	6.84118
1.24454	8661.61954	60.67426	50.88739	3.56372	-1.43280	0.79615	5.61494	1251796633.71151	-0.24516	-0.04898	0.14266	0.09728	0.16228	-0.83829	5.30695
0.78663	4915.00186	19.91378	17.39763	4.37224	0.39336	0.57739	1.30074	1251772754.70196	-0.07143	0.08066	0.00818	-0.28811	-0.08039	0.11599	5.49219
0.42081	2306.48346	14.06148	8.36211	0.24525	0.15294	0.59120	0.49086	1251836336.41980	0.00123	0.06394	-0.00881	-0.08992	0.16840	-0.48987	6.51401
0.87034	5566.53989	37.75324	35.50345	3.26895	1.09640	0.53596	1.50239	1251811403.21170	0.00270	-0.01120	0.01735	-0.27540	-0.30446	0.37875	7.18649
0.72017	4410.50894	49.30228	25.71236	1.25480	0.13475	1.03019	4.28594	1251802908.58740	-0.05848	0.36671	-0.75913	-0.00448	-0.04500	0.02369	5.77585
1.31003	9228.95639	103.49300	87.73466	2.89681	-0.61674	0.80026	0.65156	1251770378.02099	-0.10189	0.17315	-0.17171	-0.77775	-0.52150	0.33519	7.94727
1.10962	7515.09112	106.83311	102.11635	0.31120	-1.11631	1.42629	2.17152	1251824585.13812	-0.08125	0.00904	-0.26122	-0.09358	-0.44007	0.27366	5.44267
0.18152	879.87035	8.59480	6.36581	1.99412	-0.70128	1.30385	3.96598	1251768370.52606	0.38185	-0.24947	-0.13568	-0.17027	0.31365	-0.15958	6.09627
1.15857	7927.43479	69.39715	47.07523	0.92707	-0.84278	0.82963	5.42001	1251756564.19803	0.10149	-0.26842	0.14920	0.29852	0.08803	-0.14549	7.37932
1.46993	10640.53407	85.05933	35.75721	1.30382	0.71619	0.39122	5.97896	1251809750.55184	0.42382	-0.52667	0.20662	0.74923	0.11405	-0.61829	6.52151
0.38086	2050.28333	9.11863	7.77246	3.02315	0.04119	0.42032	3.57379	1251827821.58625	-0.47904	-0.57630	0.21087	0.09372	-0.74121	-0.12873	7.27497
1.31557	9277.25094	56.83125	34.43694	4.85956	-0.64394	0.41472	6.13020	1251802099.10916	0.13462	0.45296	0.36477	-0.05322	0.00096	0.06508	6.30324
0.69701	4237.56096	40.73039	34.35194	0.32821	-0.00417	0.77829	0.93028	1251828278.68467	0.02615	-0.04277	0.01474	-0.19328	0.23285	-0.11158	6.28147
0.86703	5540.50665	78.56008	29.49832	0.22750	1.11881	0.65766	3.25427	1251837885.16371	-0.06921	0.01922	0.20038	-0.20348	0.01326	-0.23696	5.69560
1.02976	6851.76818	62.36431	42.77727	1.29927	-0.59675	1.10216	1.59446	1251834807.04567	-0.26340	0.20889	0.28940	-0.37415	-0.24088	0.06699	5.27612
0.53898	3100.71775	29.45725	28.28132	3.73340	-0.28596	1.37370	1.59025	1251790979.79525	-0.08123	0.16937	0.00890	-0.15578	0.25488	-0.03648	6.58283
1.17577	8073.32148	48.92999	37.50769	4.42803	0.58019	0.60917	5.10143	1251770839.72246	-0.23635	-0.25741	0.03157	0.12134	0.25973	-0.36029	6.34931
1.07742	7246.16171	64.66033	59.07063	2.63527	-0.25382	0.70329	1.59838	1251771868.47548	0.13532	0.23720	-0.48497	-0.06852	-0.01737	-0.20260	6.33046
0.82096	5180.09413	42.28004	33.02580	3.67755	-0.98236	0.97225	4.08969	1251831511.60112	0.02545	0.15094	-0.04054	0.11478	0.15968	0.67769	5.23028
0.61457	3634.64199	40.43982	11.11442	6.24162	-0.34977	0.57428	4.57520	1251799917.51470	-0.14630	0.15547	0.26915	0.05367	-0.36620	-0.28606	5.36719
0.40927	2231.81164	42.21468	31.63312	3.33019	0.03554	1.50440	0.19251	1251774400.49498	-0.32760	-0.39911	0.11741	0.02747	-0.22323	0.12423	5.05200
0.98786	6508.78284	38.26100	32.03631	1.45575	0.55725	0.79611	0.45212	1251813350.43335	-0.32821	-0.42591	0.24184	0.27384	0.48287	-0.38387	6.19947
1.32089	9323.58223	99.96052	72.92756	2.55979	0.61180	1.10245	5.89398	1251821459.18023	-0.33727	-0.09586	0.35241	0.67042	0.20635	-0.55091	7.10869
1.35550	9626.65903	112.52097	56.99298	1.55565	1.51732	0.48867	1.52122	1251771730.26106	0.09227	0.07611	0.29426	0.09702	-0.11598	0.33674	7.97597
0.69751	4241.28790	24.10247	20.69448	1.20978	0.46462	0.88353	4.02386	1251818629.85546	0.23368	-0.07687	-0.17218	-0.03698	0.20776	0.01095	5.39407
0.50270	2851.37293	35.16563	21.10807	0.25863	-0.65163	1.27061	0.00835	1251813001.75568	-0.41988	-0.15796	-0.11948	-0.71723	0.17064	-0.15283	5.11169
0.39175	2119.47606	15.64732	7.34176	1.38732	0.63937	0.65223	0.18914	1251782887.46807	0.28873	-0.05879	-0.09966	0.00311	0.00128	-0.00252	5.97084
1.03430	6889.11714	25.87992	24.65630	4.05488	1.33276	0.41014	6.03147	1251752283.31274	0.67326	0.19436	0.53558	-0.19028	-0.05993	-0.02842	5.57167
1.50228	10930.35412	113.43512	17.26595	2.21038	-1.07745	0.36722	2.55114	1251775155.45380	-0.47968	0.33484	0.78812	-0.27884	0.30227	0.17058	5.34791
0.75219	4652.06238	44.04905	22.30872	0.24954	0.22165	1.04052	3.53122	1251790487.67851	-0.64137	0.35830	0.20317	0.27189	0.15085	0.42922	5.52017
0.81800	5157.11192	72.34302	66.17307	2.22140	-0.41104	1.29766	4.23199	1251752198.62150	0.47738	0.69810	-0.21014	-0.71049	-0.01832	0.30250	6.87437
0.75589	4680.15638	24.25443	18.58843	3.79960	-0.90408	0.75096	0.81165	1251800002.94316	0.43544	0.10419	-0.12646	-0.06422	0.90401	-0.03226	6.20480
0.48608	2738.69101	15.45248	11.92768	2.81478	-0.09250	1.14951	5.06336	1251787007.30278	0.02393	-0.06178	-0.00517	-0.00738	0.00299	0.00035	5.23359
0.29797	1540.64452	8.14282	6.76847	4.31035	-0.22119	0.80002	0.43845	1251801083.64436	-0.00396	-0.00118	-0.00841	-0.00834	0.01118	-0.03073	7.40688
1.09579	7399.30553	39.77115	26.14128	6.05104	0.71518	0.71027	1.46582	1251794077.89934	-0.21161	-0.72089	0.09695	0.00117	0.01320	0.06306	5.32990
0.37212	1995.14074	43.17137	15.53527	2.66874	-0.86787	1.30308	3.49308	1251808520.28577	0.32680	-0.36906	-0.85120	0.04554	0.00149	-0.02953	5.70840
1.03813	6920.70857	72.69605	34.48848	1.92486	1.23488	0.75301	2.56073	1251752921.87539	0.40874	-0.89642	-0.03766	0.54453	-0.22545	0.52805	6.18186
0.73436	4517.18997	80.25151	44.03657	1.51369	-0.83531	1.45844	5.16045	1251790134.23418	-0.31635	0.03692	0.57109	0.67302	-0.38464	0.31752	5.60004
0.79633	4989.62346	29.19270	21.67753	4.42649	-1.16701	0.82715	0.12191	1251826686.87027	-0.01067	0.00411	0.00042	-0.49699	0.13953	0.36780	5.36257
0.58625	3432.38485	23.44459	15.11127	4.72842	0.59905	0.37202	0.95231	1251814910.00140	0.07454	0.09148	-0.02966	-0.07364	-0.49232	0.43956	5.45329
0.58158	3399.26727	17.22848	14.92546	0.46089	-0.33434	0.38036	1.52215	1251760068.28248	-0.40030	0.02771	-0.19768	-0.21192	-0.03313	-0.10161	7.80339
1.23333	8565.17400	117.35914	69.47118	0.65731	-0.87933	0.54211	4.52192	1251805955.16827	0.07903	-0.46767	0.00892	-0.39920	-0.47682	0.43043	6.00151
1.49329	10849.63663	51.89958	48.80397	3.10644	0.88389	0.70983	1.87124	1251824426.84194	-0.04321	-0.08531	-0.17073	-0.31162	0.40356	0.54730	5.52166
1.37088	9761.82609	67.93081	54.11790	4.69704	0.49285	0.39198	3.08890	1251824103.12425	0.09426	-0.01935	-0.23335	0.16813	-0.07132	0.03190	5.15756
0.37715	2026.82740	19.13570	13.33845	1.27492	0.08769	0.94572	4.87797	1251772641.82879	0.09334	0.18027	0.36600	0.13150	-0.43857	-0.36692	7.39778
0.84538	5370.46958	29.45293	20.43163	3.41394	-0.57684	0.61463	4.38749	1251793625.65617	0.18027	0.08634	-0.16879	-0.01598	-0.30966	-0.27776	6.45852
1.19485	8235.74565	59.65497	34.94789	0.85241	-0.25346	0.76418	6.05561	1251767868.86468	-0.30774	0.29295	0.02456	-0.19035	0.26914	0.13210	5.21240
1.02579	6819.11611	114.56778	32.95478	1.08999	0.20495	0.38770	2.57325	1251793100.91233	-0.15719	-0.06972	0.17838	0.07839	0.56013	0.16075	6.66999
0.97851	6432.68530	58.29338	51.42210	5.71286	-0.28921	1.17041	3.90304	1251833636.35149	-0.64289	0.11340	0.15440	0.04575	0.20270	-0.04086	6.45437
1.30654	9198.54878	56.17830	51.04267	2.53108	0.62034	0.57492	0.40937	1251800264.10555	0.01236	-0.46820	0.43308	0.03856	-0.03548	0.08634	5.86680
1.11892	7593.03119	40.88984	32.06800	0.02010	0.04155	0.24219	5.79974	1251835144.12266	0.78690	0.37792	-0.24509	0.09901	0.09642	-0.17609	5.92991
1.50292	10936.10282	96.09217	44.21384	5.96689	-0.08645	0.31889	2.75118	1251799754.48722	-0.00355	0.11644	0.13272	0.14997	0.30657	-0.47459	5.34482
0.29837	1543.01580	15.40268	9.63465	0.43979	-0.64801	1.27807	1.81141	1251828919.02299	-0.00920	0.37674	-0.53788	-0.54487	-0.08858	0.22810	6.69999
1.25378	8741.22312	39.85932	23.72512	0.95444	-0.78293	0.71144	5.07608	1251755822.15459	-0.46059	-0.07589	0.83375	-0.12001	-0.11297	0.10077	5.30388
1.39779	9999.20834	112.37342	73.58404	2.24185	0.30918	1.05431	1.07201	1251814583.12194	-0.01130	-0.01908	0.02612	-0.19512	0.91173	0.25283	6.20453
0.93697	6097.03112	28.89921	20.66183	4.91719	0.01024	0.20638	3.43103	1251815333.35442	0.63436	0.18477	0.72534	0.17784	0.12969	-0.42211	6.29775
1.09571	7398.65638	55.80676	40.76636	5.41986	-0.39956	1.05884	1.82512	1251813244.06930	-0.29141	0.00854	0.29244	-0.27110	0.12962	-0.04835	5.33774
0.86968	5561.40776	30.74782	25.98871	0.25329	0.97373	0.75224	0.24883	1251794938.71561	-0.12655	-0.18763	0.07507	0.18941	0.07823	-0.02073	6.45143
1.31207	9246.70467	82.73643	50.30723	1.32280	-0.68739	0.62515	2.65449	1251763290.83709	0.14215	0.04359	-0.26833	-0.01036	0.06241	-0.04324	7.62721
1.36081	9673.24537	68.17969	60.84812	4.04862	-0.47379	0.88631	2.68194	1251784402.18565	0.44225	0.11720	0.84527	-0.07963	-0.04015	-0.05398	5.63406
0.90121	5811.12780	62.60125	46.61216	1.47426	-0.31617	1.04152	1.01686	1251814383.96721	0.00720	-0.02080	-0.01644	-0.26235	-0.36187	0.24272	5.75021
1.22184	8466.53657	121.70744	49.75480	0.19083	-0.20561	0.92715	1.08795	1251754286.55771	-0.62335	-0.59966	-0.06766	0.71226	0.34242	-0.21021	6.05282
1.29357	9085.74151	88.29279	61.19434	5.29483	1.36905	0.84423	5.18485	1251812131.78864	0.03926	-0.62399	-0.57365	0.61259	-0.44528	0.40236	5.51625
0.46319	2585.24894	21.18190	17.90993	4.93143	-0.47738	1.39959	0.43749	1251817522.59266	0.92520	0.12163	-0.11071	-0.45764	0.43949	0.30046	7.30350
1.06135	7112.66502	107.57280	85.34707	5.56533	-0.10164	0.34967	4.49632	1251765929.17130	0.23206	0.09807	0.44850	0.29686	-0.75511	-0.08483	7.36592
0.61193	3615.69871	29.27085	25.58798	3.99729	0.68240	0.58757	4.10629	1251817951.79549	-0.10448	0.69641	0.04565	0.29512	0.24158	-0.07938	7.55709
0.72264	4429.00195	13.50400	11.46669	4.56796	-0.87793	0.33311	6.05702	1251805926.84836	0.17360	0.02282	-0.15728	-0.04007	0.13459	0.09475	5.60672
0.39114	2115.57976	11.56759	10.80481	3.86318	-0.40416	0.84773	2.82565	1251776018.55907	0.00224	-0.00874	-0.00261	0.14434	-0.17524	0.14387	6.00080
0.75584	4679.76850	32.74991	23.45448	5.82957	-0.07360	0.13723	5.02268	1251818383.64335	-0.17625	0.00641	0.05292	-0.15664	0.35317	0.08310	7.10134
0.28279	1450.71853	10.01439	8.58280	5.93368	-0.77171	0.55902	1.63218	1251778667.52033	-0.12055	0.07084	0.69181	-0.14191	-0.03567	0.19302	7.66265
0.99282	6549.20935	80.59351	47.64615	2.40237	-0.79212	1.10487	3.46897	1251758350.01276	-0.02792	-0.01390	0.10819	-0.07153	0.05482	0.40922	5.56181
1.47506	10686.34752	57.01167	48.95374	0.41538	0.71884	0.32516	4.70342	1251803579.66676	-0.43527	-0.40442	-0.27722	-0.31790	-0.81983	-0.19960	6.22164
1.30424	9178.45543	102.62762	66.39514	3.66508	-0.70709	0.43147	3.01409	1251830541.72408	-0.00962	-0.09243	-0.10080	0.23084	-0.76000	0.11275	6.03325
1.00087	6614.91118	83.01043	66.28914	0.84039	-0.54881	1.03623	3.12448	1251769939.18645	-0.28439	0.18030	-0.21571	0.33445	-0.16850	0.36312	6.92599
0.26473	1345.12308	7.90725	6.75987	5.15147	-0.07655	1.31181	4.01787	1251784956.97706	0.20175	0.31073	0.55928	0.07168	-0.01309	0.44764	5.30622
1.07785	7249.71689	124.07840	79.47717	5.97214	0.76338	0.89090	4.62106	1251762657.63009	-0.06505	0.12305	-0.63152	0.17219	0.06753	-0.01779	7.42983
0.87597	5610.98092	51.30889	24.27986	4.89267	-0.62711	0.13693	5.80052	1251800719.94539	0.28646	-0.50136	-0.34307	0.30582	-0.03895	0.16517	7.65738
0.40935	2232.32659	14.11195	9.08594	5.16464	-0.46346	0.24497	4.24083	1251833703.35919	0.36785	-0.80147	-0.10087	-0.55212	0.43306	-0.23621	7.37066
1.48340	10760.97539	49.71472	49.27913	4.53152	1.09120	0.26233	3.19763	1251836285.58068	-0.25437	0.15422	0.01812	-0.13424	-0.04729	-0.05790	5.70175
0.60386	3557.86602	19.38989	8.40570	6.10001	-0.77442	0.30204	0.62435	1251822363.20080	0.27599	-0.22720	0.66269	-0.03484	0.27763	0.10444	7.15613
1.43582	10336.38021	113.02886	60.36997	3.42597	-0.61087	0.27753	0.25846	1251755386.70578	-0.03102	-0.13231	0.23823	0.46237	-0.08403	0.11801	5.52420
0.49991	2832.37894	39.37542	16.53306	2.78400	-0.73870	1.34251	4.75486	1251787203.67916	-0.44940	-0.07333	0.18665	-0.45788	0.29627	-0.66903	5.81224
0.54288	3127.75896	61.99267	15.94704	6.25437	-0.27970	1.01109	2.58800	1251757475.02850	0.26936	0.15648	-0.08584	-0.74733	0.54083	-0.13675	6.68936
0.48296	2717.71363	40.52528	15.55564	6.01908	0.35588	1.13420	2.99057	1251771168.31391	0.36585	0.39126	-0.53778	-0.03290	-0.03140	-0.01061	5.06651
1.18803	8177.64071	69.03353	49.69919	5.21602	0.34004	0.33041	5.17327	1251791557.04592	0.02707	-0.02540	-0.36042	-0.05082	-0.18875	0.15457	6.57099
0.66316	3987.52137	36.89805	24.89135	5.38694	0.56068	0.50162	1.92118	1251817387.16971	0.04319	-0.45569	-0.82475	0.51354	-0.06885	-0.73892	5.58402
1.23713	8597.87895	85.26238	75.11078	2.19339	0.24426	1.04729	0.44874	1251786778.85656	0.09126	-0.04393	-0.01511	0.12963	-0.49706	0.21035	5.48569
0.72927	4478.88362	52.52897	25.86476	1.87864	0.09312	1.41250	2.75100	1251813042.08159	-0.64081	-0.05811	-0.23589	-0.26972	-0.06752	0.18417	5.24526
0.50915	2895.32246	16.18348	15.75196	3.35714	1.07248	1.05757	2.54070	1251816809.29184	0.45928	0.02882	0.78666	0.01325	0.01789	0.06004	5.38940
0.59913	3524.06826	18.93157	9.42727	2.49246	0.98965	0.72280	2.34884	1251829079.66244	0.11941	-0.05040	-0.04960	-0.05096	0.14728	0.00014	5.72658
0.55726	3228.07677	28.19055	8.50113	2.18616	0.15106	0.37374	5.09178	1251777473.71670	-0.04493	-0.00921	-0.60545	-0.02005	0.00285	0.01193	5.65633
0.22420	1114.05342	14.70220	11.03353	5.87265	0.84616	1.25081	5.21253	1251824386.90767	0.48157	-0.53006	-0.05335	0.35412	-0.02149	0.01279	6.57760
0.93172	6054.89710	36.40671	20.77617	0.20346	0.76090	0.23339	1.60763	1251793697.15394	0.52302	0.43801	-0.37078	0.46711	-0.70179	-0.03222	7.15504
0.35555	1891.42643	10.48505	10.17766	6.12727	-0.43010	0.22774	2.62923	1251779654.87884	0.11620	-0.06560	0.70809	0.03272	-0.01537	-0.86716	6.36232
0.80855	5083.90673	37.47695	26.39181	4.44460	-0.26639	0.93051	5.53366	1251808977.91361	-0.23119	0.23009	-0.61569	-0.09728	-0.16056	0.13309	5.85796
1.07416	7219.05058	108.30043	72.28532	5.26938	0.01043	0.87612	5.43452	1251759416.31175	-0.10141	-0.02973	0.18064	-0.59458	-0.34609	0.10125	5.29201
1.03645	6906.88130	74.65312	46.81010	0.85390	0.31915	0.86864	3.28580	1251794379.53223	-0.11936	-0.32560	0.01854	0.41098	0.75490	0.36486	7.43467
